Word,Occurrences,Total Time,Average Time,Max Time,Min Time,Time Variance
shots,92,44.85000000000002,0.4875,0.71,0.34,0.007416758241758242
should,244,57.87,0.237172131147541,0.49,0.12,0.0023215998785670916
shoulder,12,6.23,0.5191666666666667,0.62,0.42,0.003681060606060606
shoulders,4,2.51,0.6275000000000001,0.68,0.51,0.006291666666666669
shouldn't,2,0.8,0.4,0.42,0.38,0.0007999999999999992
shout,2,0.94,0.47,0.6,0.34,0.03379999999999999
shouted,4,1.95,0.4875,0.54,0.43,0.0020250000000000016
shouting,2,1.1600000000000001,0.5800000000000001,0.66,0.5,0.012800000000000006
shouts,3,1.3,0.43333333333333335,0.49,0.4,0.0024333333333333325
shovel,2,0.47,0.235,0.36,0.11,0.031249999999999997
shoving,1,0.5,0.5,0.5,0.5,0.0
show,30,10.57,0.35233333333333333,0.58,0.22,0.009246091954022989
showdown,1,0.74,0.74,0.74,0.74,0.0
showed,27,10.329999999999998,0.3825925925925926,0.67,0.26,0.008243019943019942
showering,1,0.63,0.63,0.63,0.63,0.0
showers,1,0.53,0.53,0.53,0.53,0.0
showing,12,5.0,0.4166666666666667,0.49,0.34,0.001915151515151514
shown,39,14.35,0.3679487179487179,0.52,0.22,0.004806207827260459
showplace,1,0.7,0.7,0.7,0.7,0.0
shows,16,6.789999999999999,0.424375,0.6,0.24,0.00830625
showy,1,0.44,0.44,0.44,0.44,0.0
shrank,1,0.47,0.47,0.47,0.47,0.0
shredded,1,0.5,0.5,0.5,0.5,0.0
shrewd,3,1.42,0.47333333333333333,0.5,0.43,0.0014333333333333336
Shrewsbury,3,2.18,0.7266666666666667,0.78,0.68,0.0025333333333333328
shrieked,1,0.53,0.53,0.53,0.53,0.0
Shrigley,6,3.66,0.61,0.7,0.53,0.0053599999999999984
shrillness,1,0.59,0.59,0.59,0.59,0.0
shrine,1,0.58,0.58,0.58,0.58,0.0
shrines,1,0.54,0.54,0.54,0.54,0.0
shrink,2,0.75,0.375,0.38,0.37,5.000000000000009e-05
shriveled,1,0.7,0.7,0.7,0.7,0.0
Shroeder,1,0.66,0.66,0.66,0.66,0.0
Shropshire,2,1.49,0.745,0.76,0.73,0.0004500000000000008
shrouded,1,0.6,0.6,0.6,0.6,0.0
shrubbery,2,1.3399999999999999,0.6699999999999999,0.69,0.65,0.000799999999999997
shrunk,1,0.41,0.41,0.41,0.41,0.0
shudder,1,0.62,0.62,0.62,0.62,0.0
shut,11,3.58,0.32545454545454544,0.55,0.25,0.0074272727272727285
shutters,4,2.36,0.59,0.64,0.48,0.005533333333333335
shutting,2,0.84,0.42,0.42,0.42,0.0
shyness,1,0.79,0.79,0.79,0.79,0.0
sick,6,2.24,0.37333333333333335,0.52,0.29,0.006426666666666668
sickening,1,0.52,0.52,0.52,0.52,0.0
sickly,1,0.55,0.55,0.55,0.55,0.0
sickness,2,1.1400000000000001,0.5700000000000001,0.6,0.54,0.0017999999999999965
side,151,64.45000000000002,0.42682119205298014,0.7,0.22,0.011100494481236203
sidearms,1,0.75,0.75,0.75,0.75,0.0
sideboard,1,0.57,0.57,0.57,0.57,0.0
sided,1,0.49,0.49,0.49,0.49,0.0
sideposts,1,0.59,0.59,0.59,0.59,0.0
sides,11,5.170000000000001,0.47,0.62,0.34,0.010479999999999998
sidewalk,4,2.72,0.68,0.8,0.56,0.009866666666666664
sideways,2,1.42,0.71,0.76,0.66,0.0049999999999999975
Sidmouth,3,1.71,0.57,0.58,0.55,0.0002999999999999983
siege,6,2.9,0.48333333333333334,0.53,0.41,0.0026266666666666686
Siegel,7,3.73,0.5328571428571429,0.74,0.42,0.014223809523809524
sift,2,0.7,0.35,0.36,0.34,0.00019999999999999925
sifted,3,1.43,0.4766666666666667,0.52,0.44,0.0016333333333333343
sighing,1,0.56,0.56,0.56,0.56,0.0
sighings,1,0.66,0.66,0.66,0.66,0.0
sight,21,8.28,0.3942857142857143,0.58,0.29,0.006725714285714286
sighted,2,1.0899999999999999,0.5449999999999999,0.6,0.49,0.006049999999999999
sighting,3,1.31,0.43666666666666665,0.63,0.33,0.028133333333333333
sights,2,1.05,0.525,0.53,0.52,5.000000000000009e-05
sign,8,2.9,0.3625,0.48,0.29,0.00445
signal,6,2.92,0.48666666666666664,0.7,0.35,0.015706666666666664
signaled,1,0.51,0.51,0.51,0.51,0.0
signals,1,0.53,0.53,0.53,0.53,0.0
signature,14,9.04,0.6457142857142857,0.79,0.56,0.004718681318681318
signatures,5,3.94,0.788,0.88,0.66,0.006669999999999997
signed,13,5.819999999999999,0.44769230769230767,0.64,0.35,0.008302564102564103
signers,1,0.53,0.53,0.53,0.53,0.0
significance,2,1.3599999999999999,0.6799999999999999,0.69,0.67,0.00019999999999999814
significant,13,9.229999999999999,0.71,0.84,0.47,0.008716666666666666
significantly,1,1.08,1.08,1.08,1.08,0.0
signs,6,2.48,0.41333333333333333,0.64,0.36,0.01246666666666667
silence,6,3.74,0.6233333333333333,0.77,0.41,0.018546666666666673
silent,3,1.69,0.5633333333333334,0.6,0.53,0.0012333333333333315
silhouette,2,1.2200000000000002,0.6100000000000001,0.68,0.54,0.009800000000000001
silk,3,1.0899999999999999,0.36333333333333334,0.37,0.36,3.3333333333333396e-05
sill,1,0.45,0.45,0.45,0.45,0.0
silly,2,0.76,0.38,0.4,0.36,0.0008000000000000014
Silurian,1,0.83,0.83,0.83,0.83,0.0
silver,10,4.790000000000001,0.479,0.64,0.41,0.004232222222222223
silversmith's,2,1.53,0.765,0.78,0.75,0.0004500000000000008
similar,42,19.75,0.47023809523809523,0.64,0.36,0.002177990708478514
similarities,6,5.16,0.86,0.94,0.74,0.004679999999999999
similarity,9,7.05,0.7833333333333333,0.89,0.67,0.006949999999999998
similarly,3,2.23,0.7433333333333334,0.8,0.65,0.006633333333333335
Simmons,4,2.16,0.54,0.62,0.46,0.005933333333333331
simple,17,7.42,0.4364705882352941,0.63,0.25,0.0057367647058823535
simpler,5,2.55,0.51,0.64,0.44,0.006800000000000001
simplest,3,1.83,0.61,0.71,0.56,0.007499999999999991
simpleton,2,1.71,0.855,0.86,0.85,5.000000000000009e-05
simplicity,1,0.92,0.92,0.92,0.92,0.0
simply,21,9.650000000000002,0.4595238095238095,0.61,0.39,0.002414761904761905
simulated,7,4.789999999999999,0.6842857142857143,0.71,0.64,0.0005619047619047605
simultaneous,1,0.92,0.92,0.92,0.92,0.0
simultaneously,4,4.6000000000000005,1.15,1.25,1.03,0.01246666666666666
Sinacherib,2,1.4700000000000002,0.7350000000000001,0.93,0.54,0.07605
since,75,23.500000000000007,0.31333333333333335,0.42,0.23,0.001752252252252252
sincere,2,1.3399999999999999,0.6699999999999999,0.75,0.59,0.012800000000000006
sincerely,2,1.42,0.71,0.71,0.71,0.0
sincerity,1,0.8,0.8,0.8,0.8,0.0
sine,1,0.03,0.03,0.03,0.03,0.0
sing,1,0.39,0.39,0.39,0.39,0.0
Singapore,1,0.74,0.74,0.74,0.74,0.0
singing,5,2.31,0.462,0.55,0.42,0.0026700000000000022
single,20,8.92,0.446,0.58,0.33,0.0036463157894736846
singleness,1,0.58,0.58,0.58,0.58,0.0
singly,1,0.64,0.64,0.64,0.64,0.0
sink,2,0.67,0.335,0.39,0.28,0.006049999999999999
sinking,1,0.61,0.61,0.61,0.61,0.0
sinks,2,0.88,0.44,0.45,0.43,0.00020000000000000036
Sinner,1,0.39,0.39,0.39,0.39,0.0
sins,2,0.95,0.475,0.52,0.43,0.004050000000000002
Sippar,1,0.56,0.56,0.56,0.56,0.0
Sir,33,9.940000000000001,0.3012121212121212,0.56,0.16,0.009060984848484848
siredon,1,0.84,0.84,0.84,0.84,0.0
siren,1,0.71,0.71,0.71,0.71,0.0
sirens,8,5.08,0.635,0.73,0.56,0.003571428571428572
sister,10,5.740000000000001,0.574,0.67,0.45,0.007960000000000004
sister's,1,0.6,0.6,0.6,0.6,0.0
sit,6,1.81,0.3016666666666667,0.46,0.21,0.007896666666666668
site,20,7.0600000000000005,0.353,0.47,0.28,0.0034010526315789466
sites,1,0.42,0.42,0.42,0.42,0.0
sits,1,0.52,0.52,0.52,0.52,0.0
sitting,17,7.01,0.4123529411764706,0.51,0.34,0.0025816176470588236
sittings,1,0.39,0.39,0.39,0.39,0.0
situated,3,2.08,0.6933333333333334,0.76,0.65,0.003433333333333332
situation,32,26.34,0.823125,0.98,0.71,0.006854435483870968
situations,3,2.79,0.9299999999999999,0.97,0.87,0.0027999999999999982
six,50,18.83,0.3766,0.59,0.26,0.006096367346938774
sixpence,4,2.56,0.64,0.85,0.52,0.020999999999999998
sixpenny,1,0.64,0.64,0.64,0.64,0.0
sixteen,4,2.82,0.7050000000000001,0.77,0.65,0.002699999999999999
sixteenth,7,4.43,0.6328571428571429,0.72,0.53,0.004890476190476189
sixth,49,17.479999999999993,0.356734693877551,0.53,0.29,0.0017516156462585033
sixty,13,6.390000000000001,0.49153846153846154,0.59,0.41,0.0034474358974358977
sizable,4,2.4,0.6,0.63,0.56,0.0008666666666666652
size,18,8.790000000000001,0.48833333333333334,0.64,0.35,0.008826470588235293
sized,3,1.8399999999999999,0.6133333333333333,0.87,0.47,0.049633333333333335
sizes,2,1.17,0.585,0.59,0.58,5.000000000000009e-05
skeletal,2,1.24,0.62,0.63,0.61,0.00020000000000000036
skeleton,4,2.8200000000000003,0.7050000000000001,0.74,0.68,0.0008999999999999979
skeletons,1,0.66,0.66,0.66,0.66,0.0
skeptically,1,0.71,0.71,0.71,0.71,0.0
skepticism,1,0.86,0.86,0.86,0.86,0.0
Sketch,1,0.61,0.61,0.61,0.61,0.0
skies,1,0.49,0.49,0.49,0.49,0.0
skilful,2,1.58,0.79,0.98,0.6,0.0722
skill,7,3.3,0.4714285714285714,0.53,0.42,0.002247619047619049
skilled,2,0.98,0.49,0.52,0.46,0.0018
skillful,1,0.65,0.65,0.65,0.65,0.0
skills,1,0.37,0.37,0.37,0.37,0.0
skin,8,3.47,0.43375,0.54,0.31,0.007883928571428575
skirmish,1,0.54,0.54,0.54,0.54,0.0
skirt,1,0.54,0.54,0.54,0.54,0.0
skirting,1,0.51,0.51,0.51,0.51,0.0
skirts,1,0.45,0.45,0.45,0.45,0.0
skittles,1,0.66,0.66,0.66,0.66,0.0
skull,8,3.0300000000000002,0.37875,0.45,0.25,0.003641071428571429
Sky,4,1.67,0.4175,0.5,0.33,0.006491666666666665
slabs,1,0.62,0.62,0.62,0.62,0.0
Slack,6,2.8,0.4666666666666667,0.54,0.44,0.0014266666666666674
Slack's,1,0.44,0.44,0.44,0.44,0.0
slacken,1,0.49,0.49,0.49,0.49,0.0
slackness,2,1.48,0.74,0.77,0.71,0.0018000000000000032
slacks,1,0.63,0.63,0.63,0.63,0.0
slain,3,1.53,0.51,0.56,0.47,0.0021000000000000038
slamming,1,0.5,0.5,0.5,0.5,0.0
slanting,1,0.59,0.59,0.59,0.59,0.0
slash,1,0.57,0.57,0.57,0.57,0.0
slaughter,1,0.58,0.58,0.58,0.58,0.0
slaughtered,1,0.67,0.67,0.67,0.67,0.0
slaughterhouse,1,0.73,0.73,0.73,0.73,0.0
slaughterhouses,1,0.93,0.93,0.93,0.93,0.0
slave,1,0.39,0.39,0.39,0.39,0.0
slavery,3,1.88,0.6266666666666667,0.73,0.56,0.008233333333333329
slaves,1,0.5,0.5,0.5,0.5,0.0
slayer,2,0.9099999999999999,0.45499999999999996,0.48,0.43,0.0012499999999999994
slaying,1,0.5,0.5,0.5,0.5,0.0
sleek,1,0.49,0.49,0.49,0.49,0.0
sleep,13,4.8100000000000005,0.37,0.46,0.22,0.004033333333333335
sleeper,1,0.62,0.62,0.62,0.62,0.0
sleepers,3,1.86,0.62,0.72,0.53,0.009099999999999995
sleeping,19,9.370000000000001,0.4931578947368421,0.66,0.43,0.0029005847953216374
sleeve,3,1.35,0.45,0.52,0.4,0.0039000000000000003
sleeves,3,1.45,0.48333333333333334,0.5,0.46,0.0004333333333333328
slender,10,6.08,0.608,0.71,0.45,0.008484444444444442
slept,15,6.03,0.402,0.56,0.3,0.003402857142857144
slew,3,1.33,0.4433333333333333,0.49,0.37,0.004133333333333333
slice,1,0.41,0.41,0.41,0.41,0.0
slide,1,0.45,0.45,0.45,0.45,0.0
slight,6,2.72,0.4533333333333333,0.59,0.35,0.0064266666666666665
slighted,1,0.51,0.51,0.51,0.51,0.0
slightest,6,3.4200000000000004,0.5700000000000001,0.67,0.49,0.005480000000000001
slightly,17,8.66,0.5094117647058823,0.58,0.46,0.0011933823529411774
Sligo,1,0.7,0.7,0.7,0.7,0.0
slip,2,0.6799999999999999,0.33999999999999997,0.36,0.32,0.0007999999999999992
slipped,2,0.84,0.42,0.42,0.42,0.0
slippers,1,0.62,0.62,0.62,0.62,0.0
slipping,1,0.46,0.46,0.46,0.46,0.0
slipshod,1,0.61,0.61,0.61,0.61,0.0
slop,2,0.8,0.4,0.41,0.39,0.00019999999999999925
slope,1,0.37,0.37,0.37,0.37,0.0
sloping,1,0.59,0.59,0.59,0.59,0.0
sloppiness,1,0.77,0.77,0.77,0.77,0.0
slot,1,0.26,0.26,0.26,0.26,0.0
slovenly,1,0.77,0.77,0.77,0.77,0.0
slow,11,4.49,0.4081818181818182,0.59,0.2,0.012336363636363637
slowed,5,2.06,0.412,0.52,0.35,0.004170000000000002
slower,1,0.44,0.44,0.44,0.44,0.0
slowly,11,5.91,0.5372727272727272,0.7,0.43,0.007961818181818181
slowness,1,0.53,0.53,0.53,0.53,0.0
slows,1,0.45,0.45,0.45,0.45,0.0
slumped,1,0.38,0.38,0.38,0.38,0.0
slung,1,0.41,0.41,0.41,0.41,0.0
slunk,1,0.56,0.56,0.56,0.56,0.0
small,86,35.57000000000003,0.4136046511627907,0.63,0.31,0.0033174418604651167
smaller,7,3.59,0.5128571428571429,0.59,0.45,0.003090476190476191
smallest,1,0.64,0.64,0.64,0.64,0.0
smallpox,1,0.84,0.84,0.84,0.84,0.0
smart,4,1.7100000000000002,0.4275,0.49,0.4,0.001824999999999999
smartly,2,1.08,0.54,0.57,0.51,0.0017999999999999965
smashing,1,0.71,0.71,0.71,0.71,0.0
smell,3,1.4,0.4666666666666667,0.52,0.42,0.002533333333333335
Smethurst,10,6.17,0.617,0.8,0.12,0.03869
Smethurst's,4,1.99,0.4975,0.7,0.15,0.05802499999999999
smile,1,0.49,0.49,0.49,0.49,0.0
smiled,2,1.15,0.575,0.58,0.57,5.000000000000009e-05
smiles,2,1.44,0.72,0.74,0.7,0.0008000000000000014
smiling,1,0.62,0.62,0.62,0.62,0.0
smirking,1,0.64,0.64,0.64,0.64,0.0
Smith,23,7.699999999999999,0.3347826086956522,0.5,0.18,0.005835177865612648
Smith's,1,0.41,0.41,0.41,0.41,0.0
Smithfield,3,1.7399999999999998,0.58,0.75,0.36,0.039900000000000005
smoke,5,2.38,0.476,0.58,0.34,0.008279999999999997
smoked,2,0.95,0.475,0.53,0.42,0.006050000000000005
smoker,1,0.62,0.62,0.62,0.62,0.0
smoking,4,2.5399999999999996,0.635,0.7,0.59,0.0021666666666666657
smoldering,1,0.75,0.75,0.75,0.75,0.0
smooth,4,1.79,0.4475,0.48,0.41,0.000891666666666667
smoothly,1,0.57,0.57,0.57,0.57,0.0
smug,1,0.45,0.45,0.45,0.45,0.0
smuggled,2,0.97,0.485,0.55,0.42,0.008450000000000008
smugglers,1,0.71,0.71,0.71,0.71,0.0
smuggling,1,0.54,0.54,0.54,0.54,0.0
snail,2,1.08,0.54,0.56,0.52,0.0008000000000000014
snakes,4,2.18,0.545,0.66,0.43,0.009233333333333335
snap,1,0.39,0.39,0.39,0.39,0.0
snapped,1,0.43,0.43,0.43,0.43,0.0
snapping,2,1.0,0.5,0.52,0.48,0.0008000000000000014
snatched,1,0.53,0.53,0.53,0.53,0.0
snatcher,2,1.17,0.585,0.76,0.41,0.06125000000000001
snatchers,2,1.15,0.575,0.64,0.51,0.008450000000000001
snatches,1,0.57,0.57,0.57,0.57,0.0
sneered,3,1.48,0.49333333333333335,0.53,0.46,0.0012333333333333337
sneering,1,0.56,0.56,0.56,0.56,0.0
sniper,1,0.58,0.58,0.58,0.58,0.0
snore,1,0.38,0.38,0.38,0.38,0.0
snow,3,1.58,0.5266666666666666,0.58,0.45,0.004633333333333331
snuff,2,0.75,0.375,0.43,0.32,0.006049999999999999
snugly,1,0.5,0.5,0.5,0.5,0.0
Snyder,1,0.66,0.66,0.66,0.66,0.0
so,344,90.27,0.2624127906976744,0.63,0.02,0.004809613363617873
Soak,1,0.43,0.43,0.43,0.43,0.0
soaked,1,0.44,0.44,0.44,0.44,0.0
Soames,4,1.8599999999999999,0.465,0.56,0.41,0.004300000000000004
soap,1,0.54,0.54,0.54,0.54,0.0
sobbing,1,0.55,0.55,0.55,0.55,0.0
sober,2,1.19,0.595,0.66,0.53,0.008450000000000001
sobered,1,0.55,0.55,0.55,0.55,0.0
sobriety,1,0.8,0.8,0.8,0.8,0.0
sociable,1,0.67,0.67,0.67,0.67,0.0
social,21,9.83,0.4680952380952381,0.61,0.37,0.003786190476190477
Socialist,2,1.25,0.625,0.67,0.58,0.004050000000000008
socializing,1,0.87,0.87,0.87,0.87,0.0
Society,29,21.96,0.7572413793103449,1.02,0.47,0.015427832512315273
Society's,2,1.62,0.81,0.82,0.8,0.00019999999999999814
soda,4,1.96,0.49,0.62,0.38,0.009999999999999998
soft,6,2.9099999999999997,0.485,0.62,0.36,0.010429999999999998
softer,1,0.59,0.59,0.59,0.59,0.0
soil,7,3.8099999999999996,0.5442857142857143,0.63,0.45,0.005661904761904761
Sokolow,3,2.2,0.7333333333333333,0.91,0.6,0.025433333333333343
sold,14,6.04,0.43142857142857144,0.69,0.34,0.010043956043956042
soldier,3,1.69,0.5633333333333334,0.6,0.52,0.0016333333333333315
soldiers,4,2.55,0.6375,0.67,0.57,0.0020916666666666705
sole,5,1.92,0.384,0.45,0.32,0.0029800000000000004
solely,4,2.24,0.56,0.64,0.47,0.005000000000000002
solemn,9,4.28,0.47555555555555556,0.56,0.44,0.0015277777777777785
solemnity,3,2.3499999999999996,0.7833333333333333,0.83,0.7,0.005233333333333334
solemnly,1,0.65,0.65,0.65,0.65,0.0
soles,1,0.48,0.48,0.48,0.48,0.0
solicited,2,1.4100000000000001,0.7050000000000001,0.81,0.6,0.022050000000000018
solicitor,3,1.54,0.5133333333333333,0.63,0.37,0.017433333333333335
solicitors,1,0.87,0.87,0.87,0.87,0.0
solid,11,5.0200000000000005,0.45636363636363636,0.5,0.41,0.0010654545454545456
solidity,1,0.71,0.71,0.71,0.71,0.0
solids,1,0.69,0.69,0.69,0.69,0.0
solitary,8,5.81,0.7262500000000001,0.79,0.66,0.0022267857142857146
solitude,2,1.55,0.775,0.78,0.77,5.000000000000009e-05
Solomons,17,10.059999999999999,0.591764705882353,0.91,0.19,0.022152941176470587
solution,6,3.7300000000000004,0.6216666666666667,0.73,0.55,0.0038566666666666654
solutions,1,0.58,0.58,0.58,0.58,0.0
solve,1,0.38,0.38,0.38,0.38,0.0
solved,1,0.55,0.55,0.55,0.55,0.0
solving,1,0.59,0.59,0.59,0.59,0.0
some,310,82.19000000000001,0.2651290322580645,0.56,0.17,0.0033435108048856877
somebody,7,3.51,0.5014285714285714,0.62,0.35,0.008114285714285715
someday,1,0.59,0.59,0.59,0.59,0.0
someone,3,1.3,0.43333333333333335,0.49,0.35,0.005433333333333335
something,33,15.430000000000003,0.4675757575757576,0.6,0.39,0.0027439393939393936
sometime,3,1.76,0.5866666666666667,0.62,0.56,0.000933333333333332
sometimes,42,27.250000000000004,0.6488095238095238,0.84,0.54,0.006142450638792101
somewhat,28,11.91,0.4253571428571429,0.51,0.36,0.0013961640211640214
Somewhere,1,0.42,0.42,0.42,0.42,0.0
son,27,10.42,0.38592592592592595,0.54,0.21,0.010625071225071225
song,1,0.49,0.49,0.49,0.49,0.0
songs,5,2.87,0.5740000000000001,0.66,0.48,0.005680000000000002
sons,3,1.76,0.5866666666666667,0.67,0.49,0.008233333333333337
soon,70,22.30999999999999,0.3187142857142857,0.47,0.23,0.0020635403726708074
sooner,2,0.9099999999999999,0.45499999999999996,0.48,0.43,0.0012499999999999994
soot,1,0.38,0.38,0.38,0.38,0.0
soothed,1,0.46,0.46,0.46,0.46,0.0
sophisticated,2,1.71,0.855,0.9,0.81,0.004049999999999997
Sorrels,25,13.99,0.5596,0.78,0.44,0.0077206666666666665
sorrow,3,1.5,0.5,0.7,0.33,0.03489999999999999
sorrowful,1,0.66,0.66,0.66,0.66,0.0
sorrows,1,0.68,0.68,0.68,0.68,0.0
sorry,3,1.35,0.45,0.52,0.38,0.004900000000000001
sort,25,8.309999999999999,0.33240000000000003,0.58,0.23,0.011544
sorts,5,2.07,0.414,0.59,0.34,0.010929999999999997
sotto,1,0.76,0.76,0.76,0.76,0.0
soubriquet,1,0.9,0.9,0.9,0.9,0.0
sought,38,13.889999999999999,0.3655263157894737,0.52,0.27,0.0036902560455192033
soul,4,1.6,0.4,0.45,0.37,0.001266666666666667
soul's,1,0.46,0.46,0.46,0.46,0.0
sound,25,11.43,0.4572,0.62,0.31,0.009312666666666667
sounded,7,3.39,0.48428571428571426,0.59,0.44,0.0027619047619047606
soundly,4,2.3,0.575,0.61,0.55,0.0006999999999999983
sounds,4,1.77,0.4425,0.58,0.35,0.00975833333333333
soup,5,1.9100000000000001,0.382,0.47,0.33,0.004069999999999997
sour,1,0.47,0.47,0.47,0.47,0.0
source,18,6.97,0.38722222222222225,0.56,0.3,0.004727124183006537
sources,9,4.54,0.5044444444444445,0.71,0.44,0.007627777777777775
South,28,10.619999999999997,0.3792857142857143,0.49,0.32,0.0012661375661375662
Southampton,1,0.83,0.83,0.83,0.83,0.0
southeast,23,13.64,0.5930434782608696,0.67,0.54,0.0010221343873517788
southern,2,0.8500000000000001,0.42500000000000004,0.45,0.4,0.0012499999999999994
Southwark,3,1.71,0.57,0.7,0.48,0.013299999999999994
southwest,6,4.24,0.7066666666666667,0.93,0.63,0.01262666666666667
southwesterly,3,2.81,0.9366666666666666,0.96,0.89,0.001633333333333331
southwestern,1,1.0,1.0,1.0,1.0,0.0
sovereign,4,2.51,0.6275,0.66,0.57,0.001558333333333336
sovereign's,1,0.61,0.61,0.61,0.61,0.0
sovereigns,3,1.88,0.6266666666666667,0.66,0.59,0.0012333333333333356
sovereignty,1,0.82,0.82,0.82,0.82,0.0
Soviet,103,53.33,0.5177669902912622,0.63,0.42,0.0016586902722253954
Soviets,3,2.01,0.67,0.77,0.6,0.007900000000000003
space,33,15.749999999999996,0.4772727272727273,0.7,0.32,0.008989204545454545
spaced,2,1.31,0.655,0.73,0.58,0.011250000000000003
spaces,3,1.7000000000000002,0.5666666666666667,0.64,0.52,0.004133333333333333
spacing,4,2.42,0.605,0.72,0.48,0.009633333333333332
spacious,2,1.21,0.605,0.68,0.53,0.011250000000000003
span,5,1.9899999999999998,0.398,0.42,0.36,0.00052
Spaniards,3,2.42,0.8066666666666666,0.85,0.78,0.0014333333333333312
Spanish,2,1.1300000000000001,0.5650000000000001,0.67,0.46,0.022050000000000004
spanned,1,0.46,0.46,0.46,0.46,0.0
spans,1,0.48,0.48,0.48,0.48,0.0
spare,6,2.7100000000000004,0.45166666666666666,0.67,0.32,0.01373666666666667
spared,6,3.55,0.5916666666666667,0.71,0.47,0.006336666666666666
sparing,2,1.07,0.535,0.56,0.51,0.0012500000000000022
Sparks,1,0.55,0.55,0.55,0.55,0.0
Sparrow,1,0.69,0.69,0.69,0.69,0.0
spasmodic,2,1.67,0.835,0.87,0.8,0.0024499999999999965
spat,1,0.44,0.44,0.44,0.44,0.0
spattered,1,0.41,0.41,0.41,0.41,0.0
speak,25,9.15,0.366,0.53,0.28,0.004158333333333333
speaker,1,0.43,0.43,0.43,0.43,0.0
Speaker's,1,0.52,0.52,0.52,0.52,0.0
Speaking,12,6.320000000000001,0.5266666666666666,0.7,0.41,0.005642424242424242
speaks,7,3.1,0.4428571428571429,0.55,0.36,0.005523809523809526
special,55,25.119999999999997,0.4567272727272727,0.66,0.38,0.0020002020202020206
specialist,2,1.33,0.665,0.69,0.64,0.0012499999999999968
specialists,1,0.98,0.98,0.98,0.98,0.0
specialization,2,1.79,0.895,0.92,0.87,0.0012500000000000022
specially,13,7.26,0.5584615384615385,0.68,0.52,0.0019307692307692305
specie,3,1.7899999999999998,0.5966666666666667,0.76,0.45,0.024233333333333332
species,14,8.23,0.5878571428571429,0.72,0.49,0.00640274725274725
specific,28,17.18,0.6135714285714285,0.78,0.53,0.0042386243386243385
specifically,12,9.260000000000002,0.7716666666666667,0.87,0.67,0.003924242424242424
specification,1,0.89,0.89,0.89,0.89,0.0
specifications,1,1.28,1.28,1.28,1.28,0.0
specified,4,2.91,0.7275,0.87,0.63,0.010291666666666668
specify,2,1.25,0.625,0.65,0.6,0.0012500000000000022
specifying,1,0.63,0.63,0.63,0.63,0.0
specimen,1,0.73,0.73,0.73,0.73,0.0
specious,1,0.73,0.73,0.73,0.73,0.0
speck,1,0.39,0.39,0.39,0.39,0.0
spectacle,6,3.7899999999999996,0.6316666666666666,0.73,0.56,0.005456666666666666
spectators,19,15.719999999999999,0.8273684210526315,0.98,0.69,0.00639824561403509
spectrographic,1,1.01,1.01,1.01,1.01,0.0
speculate,1,0.65,0.65,0.65,0.65,0.0
speculated,1,0.99,0.99,0.99,0.99,0.0
speculating,1,0.92,0.92,0.92,0.92,0.0
speculation,3,2.4699999999999998,0.8233333333333334,0.85,0.77,0.0021333333333333313
speculations,3,2.83,0.9433333333333334,1.07,0.87,0.012133333333333341
speculator,2,1.46,0.73,0.76,0.7,0.0018000000000000032
sped,1,0.3,0.3,0.3,0.3,0.0
speech,4,2.36,0.59,0.65,0.56,0.0016666666666666674
speeches,1,0.53,0.53,0.53,0.53,0.0
speed,15,6.140000000000001,0.4093333333333333,0.5,0.3,0.003606666666666667
speedier,1,0.79,0.79,0.79,0.79,0.0
speedily,3,1.33,0.4433333333333333,0.65,0.11,0.08493333333333333
speeding,2,1.08,0.54,0.54,0.54,0.0
speeds,2,0.9299999999999999,0.46499999999999997,0.49,0.44,0.0012499999999999994
speedy,1,0.55,0.55,0.55,0.55,0.0
spelled,1,0.6,0.6,0.6,0.6,0.0
spelling,2,0.97,0.485,0.5,0.47,0.0004500000000000008
Spencer,2,1.09,0.545,0.55,0.54,5.000000000000009e-05
spend,6,1.98,0.32999999999999996,0.38,0.29,0.0013200000000000004
spending,1,0.51,0.51,0.51,0.51,0.0
spendthrift,1,0.86,0.86,0.86,0.86,0.0
spent,31,11.710000000000003,0.37774193548387097,0.56,0.29,0.0041047311827957
sphere,1,0.43,0.43,0.43,0.43,0.0
spikes,3,1.75,0.5833333333333334,0.62,0.54,0.0016333333333333315
spiky,2,1.03,0.515,0.52,0.51,5.000000000000009e-05
spilled,2,0.87,0.435,0.45,0.42,0.0004500000000000008
spinal,1,0.48,0.48,0.48,0.48,0.0
spine,2,1.15,0.575,0.59,0.56,0.0004499999999999975
spineless,1,0.68,0.68,0.68,0.68,0.0
spinning,2,0.7,0.35,0.4,0.3,0.005000000000000004
spinster,1,0.69,0.69,0.69,0.69,0.0
Spires,1,0.7,0.7,0.7,0.7,0.0
spirit,10,4.630000000000001,0.46299999999999997,0.62,0.35,0.005623333333333334
spirits,8,4.5600000000000005,0.5700000000000001,0.72,0.5,0.004599999999999997
spiritual,2,1.45,0.725,0.76,0.69,0.0024500000000000043
spirituous,2,1.67,0.835,0.88,0.79,0.004049999999999997
spit,1,0.52,0.52,0.52,0.52,0.0
Spitalfields,1,0.89,0.89,0.89,0.89,0.0
spite,26,9.910000000000002,0.3811538461538462,0.44,0.3,0.0012266153846153846
splattered,1,0.61,0.61,0.61,0.61,0.0
splendid,3,1.83,0.61,0.66,0.52,0.006100000000000001
